"","x"
"4302","C3orf70"
"4303","CCT6A"
"4304","ZNF697"
"4305","LINC01238"
"4306","PIWIL2"
"4307","PTPRZ1"
"4308","ZBTB38"
"4309","ARHGAP32"
"4310","CENPX"
"4311","VWA5A"
"4312","GSTCD"
"4313","TERT"
"4314","NONO"
"4315","IQCK"
"4316","CCAR1"
"4317","ZNF888"
"4318","SUCLG1"
"4319","TOR2A"
"4320","ERAP1"
"4321","ZSWIM4"
"4322","GAREM1"
"4323","WDR53"
"4324","RASGRP4"
"4325","TMEM159"
"4326","AKAP7"
"4327","CETP"
"4328","SAP30L"
"4329","CD163L1"
"4330","FIGNL1"
"4331","LRRCC1"
"4332","PRG4"
"4333","IFT122"
"4334","AC027306.1"
"4335","PIM1"
"4336","CLEC19A"
"4337","SNX18P10"
"4338","SEMA7A"
"4339","SUSD3"
"4340","BBS9"
"4341","TOR1A"
"4342","IFT81"
"4343","PDGFC"
"4344","TMEM63C"
"4345","CHST2"
"4346","ANO4"
"4347","SLC16A2"
"4348","MRPL15P1"
"4349","AP002990.1"
"4350","LYRM7"
"4351","NSUN2"
"4352","PDZD11"
"4353","AC026401.3"
"4354","CCDC120"
"4355","AC140479.2"
"4356","NBDY"
"4357","POLR2M"
"4358","ACSL5"
"4359","TESK2"
"4360","CHRNE"
"4361","PRXL2B"
"4362","AC009078.3"
"4363","IL17RD"
"4364","GPR143"
"4365","DIPK1A"
"4366","CHD9"
"4367","FBN2"
"4368","FOXRED2"
"4369","CSRP2"
"4370","ETS1"
"4371","ARFGAP1"
"4372","S100A10"
"4373","AC104083.1"
"4374","RGS2"
"4375","PRLR"
"4376","PABPC4L"
"4377","ALDOA"
"4378","FFAR4"
"4379","LYSMD1"
"4380","PRUNE1"
"4381","TRAF7"
"4382","BACE1-AS"
"4383","AC006460.2"
"4384","MDC1"
"4385","C6orf106"
"4386","AC139768.2"
"4387","DDX11-AS1"
"4388","AC004585.1"
"4389","PIAS3"
"4390","PEG3"
"4391","AC093663.2"
"4392","HIST2H4B"
"4393","AL050343.1"
"4394","C4orf3"
"4395","STK36"
"4396","TTC7A"
"4397","ARPC3"
"4398","CERKL"
"4399","HPN"
"4400","MAP3K3"
"4401","RIMKLB"
"4402","SLC19A1"
"4403","COQ4"
"4404","SRMS"
"4405","YIPF1"
"4406","PAX3"
"4407","AL390719.2"
"4408","BOLA2-SMG1P6"
"4409","SCNM1"
"4410","NBR1"
"4411","STAG3L5P-PVRIG2P-PILRB"
"4412","PIP5K1A"
"4413","SNX9"
"4414","AQP4"
"4415","AL589993.1"
"4416","HAUS8"
"4417","AC245052.4"
"4418","AC135352.1"
"4419","AL353622.1"
"4420","BEND3"
"4421","CYP4F24P"
"4422","DPY19L3"
"4423","PPL"
"4424","C3orf86"
"4425","ME1"
"4426","LRGUK"
"4427","PLCD1"
"4428","PRUNE2"
"4429","RPL21"
"4430","PKDREJ"
"4431","KANSL1L"
"4432","DLST"
"4433","NCKAP5L"
"4434","MYO6"
"4435","HPGDS"
"4436","MIR181A1HG"
"4437","LRCH4"
"4438","NAMPT"
"4439","AC123768.4"
"4440","AC234772.2"
"4441","ZNF354C"
"4442","AC145124.1"
"4443","CPLX1"
"4444","CSK"
"4445","AC007673.1"
"4446","BEST1"
"4447","SLC4A8"
"4448","RASSF3"
"4449","CYP4F12"
"4450","PGAM1P7"
"4451","LUCAT1"
"4452","AC068491.4"
"4453","FRMPD3"
"4454","AP000926.1"
"4455","LINC01902"
"4456","PIGR"
"4457","ILF2"
"4458","ARL10"
"4459","CCL13"
"4460","RNF186"
"4461","AZI2"
"4462","SLC34A3"
"4463","AC091982.3"
"4464","TCF20"
"4465","CAVIN3"
"4466","EPHB6"
"4467","SCHIP1"
"4468","WASHC5"
"4469","AC096772.1"
"4470","FGFR1OP"
"4471","SNX18"
"4472","CNGA1"
"4473","VIPR1"
"4474","TSHZ1"
"4475","PARP9"
"4476","MAS1"
"4477","EVL"
"4478","DENND1B"
"4479","AC008875.1"
"4480","NPNT"
"4481","LINC01819"
"4482","AC022164.1"
"4483","SEMA5A"
"4484","ZNF132"
"4485","TCERG1"
"4486","CYP4A11"
"4487","MARS2"
"4488","RHOB"
"4489","AL008726.1"
"4490","CYP39A1"
"4491","PDLIM3"
"4492","GRSF1"
"4493","AC124947.2"
"4494","EPS8L2"
"4495","MGST1"
"4496","HOXC-AS3"
"4497","PPIL2"
"4498","KBTBD11"
"4499","ZNF318"
"4500","AL355987.4"
"4501","ARF4P4"
"4502","ITIH3"
"4503","AC090229.1"
"4504","AC016205.1"
"4505","ATP5MGL"
"4506","METTL21AP1"
"4507","C2orf81"
"4508","PTGDR2"
"4509","SLC31A2"
"4510","PCSK4"
"4511","UMODL1"
"4512","PTGDS"
"4513","AC010969.1"
"4514","RNF41"
"4515","RWDD1"
"4516","KCNE1B"
"4517","AC084757.3"
"4518","KREMEN1"
"4519","LINC00243"
"4520","EIF2B3"
"4521","CCDC184"
"4522","PLAC1"
"4523","HAAO"
"4524","SAMD8"
"4525","MDK"
"4526","MGME1"
"4527","TMTC4"
"4528","FKBP8"
"4529","AC023908.3"
"4530","TAF6"
"4531","AC010326.4"
"4532","COPS5"
"4533","DUS4L"
"4534","AL928654.3"
"4535","TTLL12"
"4536","AC114488.1"
"4537","HCAR3"
"4538","AC008738.7"
"4539","AC018647.1"
"4540","CLEC2L"
"4541","CARD10"
"4542","AK5"
"4543","C10orf95"
"4544","CDH19"
"4545","AC013643.3"
"4546","WDPCP"
"4547","HDAC4-AS1"
"4548","TRIM23"
"4549","AC019197.1"
"4550","SOX11"
"4551","CPSF1"
"4552","AL590399.4"
"4553","AC006566.1"
"4554","BRICD5"
"4555","ELMOD3"
"4556","CAP2P1"
"4557","RASL11B"
"4558","TMED4"
"4559","TAF2"
"4560","OTUD7A"
"4561","LETM2"
"4562","PMAIP1"
"4563","ACP6"
"4564","PARS2"
"4565","DOCK1"
"4566","TPST1"
"4567","NAT14"
"4568","AC005726.1"
"4569","ASPHD2"
"4570","GPR176"
"4571","KNOP1P4"
"4572","MYH7B"
"4573","AC073842.2"
"4574","FAM111A"
"4575","TNNI3"
"4576","SMOC2"
"4577","CIAO3"
"4578","OTUD1"
"4579","Z99129.3"
"4580","MBL1P"
"4581","SLC25A14"
"4582","MT2A"
"4583","CTDSP2"
"4584","MRPL3"
"4585","AP000695.1"
"4586","HMBS"
"4587","LINC00840"
"4588","CCR10"
"4589","MPPED2"
"4590","BX284632.1"
"4591","VHL"
"4592","RCOR3"
"4593","ASPSCR1"
"4594","GRAMD2B"
"4595","AL390294.1"
"4596","BCL2L11"
"4597","APLNR"
"4598","DKC1"
"4599","ANKS1B"
"4600","PFDN6"
"4601","ST13"
"4602","PXN-AS1"
"4603","DHCR24"
"4604","POLR2H"
"4605","YIF1B"
"4606","GNAZ"
"4607","ORMDL2"
"4608","HELLPAR"
"4609","AC010442.1"
"4610","ADAMTSL2"
"4611","HTR2A"
"4612","MCM3"
"4613","AC232271.3"
"4614","ASB16-AS1"
"4615","NT5E"
"4616","AC013652.2"
"4617","LRRC27"
"4618","KCNS2"
"4619","Z95115.1"
"4620","PPP5C"
"4621","HIST1H1C"
"4622","EHD4"
"4623","AC010198.2"
"4624","SNRNP25"
"4625","TRPS1"
"4626","ZNF217"
"4627","FCGR3A"
"4628","EFNA1"
"4629","CNKSR1"
"4630","FAM174B"
"4631","PACERR"
"4632","ACVR2A"
"4633","DGKD"
"4634","LINC00933"
"4635","LARP1P1"
"4636","PRPS2"
"4637","PTGES2"
"4638","SEC23B"
"4639","LINC002481"
"4640","AC055713.1"
"4641","ZDHHC23"
"4642","SAP130"
"4643","AC026740.1"
"4644","C11orf98"
"4645","AQP7P3"
"4646","RHBG"
"4647","ST3GAL6"
"4648","NTF3"
"4649","GSC"
"4650","RFC2"
"4651","AC009133.4"
"4652","ITGAX"
"4653","NKX3-2"
"4654","AC016745.2"
"4655","PPP3CC"
"4656","CBLB"
"4657","TFR2"
"4658","AC011503.1"
"4659","AL355802.1"
"4660","JAZF1"
"4661","CDK16"
"4662","WDR5B"
"4663","LRRC34"
"4664","NHSL2"
"4665","CISD1"
"4666","MIAT"
"4667","MTERF3"
"4668","SLC24A4"
"4669","MAGEL2"
"4670","GPR142"
"4671","BRCC3"
"4672","C16orf86"
"4673","ZNF7"
"4674","C5orf66-AS1"
"4675","DHH"
"4676","RANGAP1"
"4677","WDR13"
"4678","AC007032.1"
"4679","HIST2H3A"
"4680","PLN"
"4681","PDE7A"
"4682","BMPR1A"
"4683","AC079298.3"
"4684","ZGRF1"
"4685","CCDC57"
"4686","ACER2"
"4687","HLCS"
"4688","NAA40"
"4689","SNX22"
"4690","DERL3"
"4691","STAC"
"4692","BMS1P12"
"4693","ZNF3"
"4694","LAMP3"
"4695","CLPSL2"
"4696","LAMA3"
"4697","ANGPTL6"
"4698","ANAPC16"
"4699","KREMEN2"
"4700","AGFG2"
"4701","PGA5"
"4702","AC243772.2"
"4703","KIF3A"
"4704","TMEM177"
"4705","NCDN"
"4706","AL731892.1"
"4707","SLC6A6"
"4708","CBR3-AS1"
"4709","RAB3IP"
"4710","CATSPER3"
"4711","ETF1"
"4712","MPP6"
"4713","GPR137C"
"4714","COG7"
"4715","GPR137B"
"4716","AL138885.3"
"4717","CARD14"
"4718","GRIN2D"
"4719","TBC1D13"
"4720","RPL9"
"4721","TASOR2"
"4722","DCLRE1C"
"4723","AC079777.1"
"4724","ZNF761"
"4725","AC005753.1"
"4726","BTBD6"
"4727","PRRT1B"
"4728","DISC1"
"4729","SHF"
"4730","AC012615.1"
"4731","ATRIP"
"4732","OXGR1"
"4733","MAN2A2"
"4734","PLVAP"
"4735","ZEB2-AS1"
"4736","FBXL19"
"4737","BMP3"
"4738","TMEM265"
"4739","TSPAN13"
"4740","CYB561D2"
"4741","AKAP6"
"4742","BMS1P14"
"4743","PKIB"
"4744","B3GALNT2"
"4745","AC092645.1"
"4746","ZNF816"
"4747","LINC01268"
"4748","MRPL15"
"4749","IL20"
"4750","SEC61A1"
"4751","FCMR"
"4752","DCLRE1A"
"4753","LINC00654"
"4754","APCDD1L-DT"
"4755","CHKB-DT"
"4756","SGCD"
"4757","LINC01963"
"4758","LINC00601"
"4759","CPE"
"4760","MYLK2"
"4761","LINC01133"
"4762","LOXL1"
"4763","CCL2"
"4764","SSU72"
"4765","PTGER2"
"4766","PPIAP72"
"4767","MYH1"
"4768","SH3GLB2"
"4769","MAN2C1"
"4770","BSPRY"
"4771","ANKMY1"
"4772","AC073869.1"
"4773","SHISAL2A"
"4774","FGFR3"
"4775","ESD"
"4776","PNPLA7"
"4777","PSMD6-AS2"
"4778","CDH11"
"4779","SERINC3"
"4780","RILPL2"
"4781","HLX-AS1"
"4782","CDK5RAP1"
"4783","RPL5P4"
"4784","PSMA5"
"4785","MTMR12"
"4786","TSPAN17"
"4787","SUMO4"
"4788","MPV17L2"
"4789","UBE2Q2P6"
"4790","FAM71E1"
"4791","PSMC4"
"4792","AC105450.1"
"4793","ATP5MF"
"4794","GRIA3"
"4795","ZNF613"
"4796","AL451042.2"
"4797","PPP2R5A"
"4798","MMRN1"
"4799","ZSCAN9"
"4800","NPIPA7"
"4801","AP003119.3"
"4802","GLYCTK"
"4803","AL731569.1"
"4804","MTMR2"
"4805","DEFA1"
"4806","DDX19B"
"4807","AC079331.1"
"4808","NELL2"
"4809","APTR"
"4810","HIPK4"
"4811","SETD3"
"4812","LRSAM1"
"4813","TMEM74B"
"4814","S100A11"
"4815","CACNA1E"
"4816","PDXP"
"4817","KCNQ5"
"4818","SOX10"
"4819","MAP1LC3B"
"4820","ZKSCAN1"
"4821","LIME1"
"4822","SLFN5"
"4823","CELSR2"
"4824","PNKD"
"4825","NUDT5"
"4826","HID1"
"4827","PCNX3"
"4828","ATP8B4"
"4829","C2orf74"
"4830","SYCP2"
"4831","HMGB2"
"4832","MZT2A"
"4833","MFSD3"
"4834","GOLM1"
"4835","AL445423.2"
"4836","UBE2D4"
"4837","MCEE"
"4838","GFER"
"4839","FARSA"
"4840","ALK"
"4841","SYT7"
"4842","PAQR5"
"4843","SIGLEC11"
"4844","EGLN3"
"4845","CDCA4P4"
"4846","SUGT1"
"4847","ZNF319"
"4848","KDM4B"
"4849","TUBB"
"4850","AL356534.1"
"4851","POSTN"
"4852","AC012313.5"
"4853","AC017104.1"
"4854","C22orf34"
"4855","VIP"
"4856","AC239803.3"
"4857","SUDS3P1"
"4858","CNOT10"
"4859","DRAIC"
"4860","NPRL2"
"4861","RFC3"
"4862","TRIM37"
"4863","VPS37C"
"4864","KIT"
"4865","DYNC1LI2"
"4866","MMP24"
"4867","SLC30A4"
"4868","C11orf95"
"4869","SNRPB"
"4870","AL354707.1"
"4871","MINPP1"
"4872","MSTO2P"
"4873","FNDC1"
"4874","GPR4"
"4875","FOXD4L3"
"4876","IQCH"
"4877","ELAVL2"
"4878","IRF5"
"4879","ZNF92"
"4880","ADPRM"
"4881","TMEM249"
"4882","KIF7"
"4883","MYO19"
"4884","ZC3H7B"
"4885","AK3"
"4886","MBNL3"
"4887","CNIH2"
"4888","MGAT4EP"
"4889","TMEM268"
"4890","ELAVL1"
"4891","ALPK3"
"4892","EMX1"
"4893","CPAMD8"
"4894","PEX13"
"4895","KRT19"
"4896","CA11"
"4897","POLA1"
"4898","CXXC5"
"4899","SNX15"
"4900","ZDHHC13"
"4901","THUMPD3"
"4902","SYT17"
"4903","FOXD4L4"
"4904","POLG2"
"4905","PTPN1"
"4906","GAPDHP62"
"4907","NCOA4"
"4908","PPIAP22"
"4909","ABCB1"
"4910","MAP3K5"
"4911","PPIL1"
"4912","AP3M2"
"4913","ZNF766"
"4914","KIAA0391"
"4915","HSF2BP"
"4916","ZNF676"
"4917","PDRG1"
"4918","DTX2P1-UPK3BP1-PMS2P11"
"4919","SRRM2-AS1"
"4920","ARMH4"
"4921","PI3"
"4922","SAMD14"
"4923","BCDIN3D"
"4924","AL139420.1"
"4925","CLDN3"
"4926","TXN"
"4927","PIGM"
"4928","RPL36AP33"
"4929","N4BP2L1"
"4930","SLC11A2"
"4931","SLC52A3"
"4932","ZBTB46"
"4933","ZBTB41"
"4934","DPEP1"
"4935","SLC2A11"
"4936","USP39"
"4937","AC120114.3"
"4938","C20orf96"
"4939","LAPTM4B"
"4940","C9orf40"
"4941","DUSP19"
"4942","AC008395.1"
"4943","AC093484.2"
"4944","PPP1R26P1"
"4945","ETFA"
"4946","AC124319.5"
"4947","AC016026.1"
"4948","HARS2"
"4949","SETP6"
"4950","GTF2H4"
"4951","ORC5"
"4952","SLC14A1"
"4953","HNRNPA1P2"
"4954","P2RY1"
"4955","ALMS1"
"4956","ELP5"
"4957","ACOT9"
"4958","GPR137"
"4959","AL390726.6"
"4960","EHMT2"
"4961","MUC3A"
"4962","CFAP53"
"4963","ASS1"
"4964","ALDH7A1P1"
"4965","SLC47A2"
"4966","AC108134.3"
"4967","SMIM20"
"4968","ROPN1"
"4969","RPL22"
"4970","ZNF488"
"4971","MMP12"
"4972","AC090617.5"
"4973","LINC00294"
"4974","RBM4"
"4975","ATOX1"
"4976","SPTAN1"
"4977","B3GAT3"
"4978","TMEM242"
"4979","GAS1"
"4980","DSP"
"4981","STAT1"
"4982","PDCL3P5"
"4983","C1orf35"
"4984","FUS"
"4985","CTTNBP2NL"
"4986","CNTNAP3C"
"4987","RPS23"
"4988","ADAM23"
"4989","SUV39H2"
"4990","PRKD3"
"4991","AL135925.1"
"4992","PDLIM4"
"4993","PRDM10"
"4994","SLC17A9"
"4995","KCNJ10"
"4996","JAG1"
"4997","HMGB1P21"
"4998","CASC19"
"4999","SLC4A2"
"5000","AC079753.1"
"5001","MIA3"
"5002","TOP1"
"5003","SLC22A18AS"
"5004","GAPDHP33"
"5005","SLC25A25-AS1"
"5006","EEF2K"
"5007","AC010864.1"
"5008","DLX4"
"5009","EFNB3"
"5010","ALCAM"
"5011","AC078909.1"
"5012","QTRT2"
"5013","SHKBP1"
"5014","RDH11"
"5015","AP002907.1"
"5016","ARFGEF1"
"5017","STXBP5-AS1"
"5018","CHST1"
"5019","LPAR5"
"5020","IER3"
"5021","AC005609.3"
"5022","PHF1"
"5023","AC244154.1"
"5024","AL162274.3"
"5025","NOP56"
"5026","SPHKAP"
"5027","EPB41L1"
"5028","AL357078.3"
"5029","PCDH12"
"5030","ATP5PBP5"
"5031","CST2"
"5032","C10orf105"
"5033","MED14"
"5034","MRPS23"
"5035","PLEKHO2"
"5036","TRIM56"
"5037","USP51"
"5038","SEMA3F"
"5039","AC008687.8"
"5040","TMEM135"
"5041","IFFO2"
"5042","AL136982.1"
"5043","MMS22L"
"5044","SPINT2"
"5045","RTN4"
"5046","LINC00634"
"5047","TTC16"
"5048","HNRNPCP6"
"5049","SLC26A5"
"5050","RAPGEF6"
"5051","R3HCC1"
"5052","LINC02606"
"5053","PICALM"
"5054","SGCE"
"5055","RARB"
"5056","AC004889.1"
"5057","CDC42EP3"
"5058","AC015878.2"
"5059","IFT140"
"5060","CYREN"
"5061","CDK9"
"5062","ZNF252P-AS1"
"5063","CYHR1"
"5064","DENND2D"
"5065","CEP97"
"5066","CSTF1"
"5067","RAB11FIP2"
"5068","SS18L1"
"5069","ZBTB21"
"5070","WDFY2"
"5071","NOTUM"
"5072","MAPKBP1"
"5073","ELMO3"
"5074","ZNF321P"
"5075","NDUFA7"
"5076","CACYBP"
"5077","RPS20"
"5078","SRSF5"
"5079","PIGO"
"5080","METTL16"
"5081","FBLN1"
"5082","LPP"
"5083","KCNS3"
"5084","AL391845.2"
"5085","CCSAP"
"5086","AL117190.1"
"5087","SLC1A7"
"5088","MMP10"
"5089","DIDO1"
"5090","C3orf18"
"5091","AC079331.2"
"5092","RTN4RL2"
"5093","ECHDC2"
"5094","AC010203.1"
"5095","ASCL2"
"5096","LINC02381"
"5097","POLM"
"5098","HOXB-AS1"
"5099","AL139412.1"
"5100","SPTB"
"5101","SRPX2"
"5102","ARHGAP28"
"5103","LAT2"
"5104","AC245297.3"
"5105","CPXM1"
"5106","AC055839.1"
"5107","RPEP3"
"5108","RIPOR3"
"5109","COPA"
"5110","NFATC3"
"5111","CDH4"
"5112","AC062015.1"
"5113","JTB"
"5114","TMEM56"
"5115","SAMD15"
"5116","AL391987.2"
"5117","EPHA1"
"5118","HDAC9"
"5119","AL158212.3"
"5120","PPP1CA"
"5121","KBTBD12"
"5122","LINC02104"
"5123","AC092279.1"
"5124","P4HTM"
"5125","RRP8"
"5126","PDGFA"
"5127","GALNT6"
"5128","FSD1L"
"5129","PRSS35"
"5130","NPM1P9"
"5131","RPSAP21"
"5132","GRIN2A"
"5133","PABPC5"
"5134","OR7E91P"
"5135","ARRDC3"
"5136","NFYA"
"5137","TDG"
"5138","SULT1C4"
"5139","HMGA1P4"
"5140","RNU1-106P"
"5141","PSKH1"
"5142","BACH2"
"5143","AL096701.1"
"5144","C6orf132"
"5145","GAA"
"5146","MLYCD"
"5147","AC083964.2"
"5148","NBPF9"
"5149","DHRS7B"
"5150","CASP10"
"5151","HMBOX1"
"5152","AL391425.1"
"5153","AC010522.1"
"5154","MTFR1L"
"5155","PRKAA1"
"5156","SYMPK"
"5157","NPY1R"
"5158","NUCB1"
"5159","RAI1"
"5160","DCAF13"
"5161","BOLA3-AS1"
"5162","AC064807.1"
"5163","DENR"
"5164","ANKRD52"
"5165","PCDH17"
"5166","SIRT1"
"5167","ERI2"
"5168","SNORA68"
"5169","DNAJC2"
"5170","RHOBTB3"
"5171","C1orf198"
"5172","AC107204.1"
"5173","ZNF358"
"5174","SCGN"
"5175","AL139220.2"
"5176","EPB41L4B"
"5177","SCYL3"
"5178","DPH2"
"5179","AC090826.1"
"5180","AC079922.2"
"5181","NELFCD"
"5182","FOXD3-AS1"
"5183","BSCL2"
"5184","BANP"
"5185","FOXC1"
"5186","TMEM236"
"5187","TRAF4"
"5188","MRPS16"
"5189","LYRM1"
"5190","RAPGEF1"
"5191","CFAP47"
"5192","SIGLEC8"
"5193","CTDNEP1"
"5194","PON3"
"5195","U62317.1"
"5196","CBWD2"
"5197","CAPRIN1"
"5198","AC092683.1"
"5199","GLYR1"
"5200","GREM1"
"5201","ESPNP"
"5202","TTLL5"
"5203","ARHGEF10"
"5204","AC040160.2"
"5205","FAXC"
"5206","CHCHD10"
"5207","AC016705.2"
"5208","AC109587.1"
"5209","LINC00311"
"5210","TBC1D25"
"5211","HGS"
"5212","GMIP"
"5213","THOC3"
"5214","AC002310.2"
"5215","C2orf15"
"5216","VGF"
"5217","LINC00205"
"5218","COLCA2"
"5219","NRROS"
"5220","GUSBP3"
"5221","MOB2"
"5222","CDC20B"
"5223","MITD1"
"5224","NOC2L"
"5225","TBCC"
"5226","KCTD9P1"
"5227","CCDC137"
"5228","AC097103.2"
"5229","DPAGT1"
"5230","SHC1"
"5231","CACTIN-AS1"
"5232","TBX2-AS1"
"5233","CALHM5"
"5234","UTP18"
"5235","PAIP2B"
"5236","PLPPR1"
"5237","DNAJC3-DT"
"5238","ADD2"
"5239","AP001189.3"
"5240","MAPKAPK2"
"5241","FKBP9"
"5242","HIST1H4D"
"5243","CCL28"
"5244","OSBPL9"
"5245","PRTFDC1"
"5246","FBXL3"
"5247","SLC29A2"
"5248","AC010646.1"
"5249","AC010168.2"
"5250","IFI30"
"5251","CNTD2"
"5252","B4GALT7"
"5253","SLC2A3"
"5254","RANBP9"
"5255","GDPGP1"
"5256","MYCL"
"5257","FUT8-AS1"
"5258","RPAP3"
"5259","MANF"
"5260","NAGK"
"5261","AC010197.2"
"5262","GADD45A"
"5263","AC093726.1"
"5264","MBP"
"5265","ZNF20"
"5266","PAK5"
"5267","DDAH2"
"5268","HRASLS2"
"5269","GPR42"
"5270","DVL3"
"5271","SERPINF2"
"5272","MNX1-AS1"
"5273","CBWD5"
"5274","AC007191.1"
"5275","CCDC15"
"5276","GPT"
"5277","IL12B"
"5278","ZNF189"
"5279","RPL34"
"5280","AC022706.1"
"5281","AC145207.4"
"5282","MTDH"
"5283","GLYATL1"
"5284","SLC9A3"
"5285","TIMM17B"
"5286","FAM173A"
"5287","LPCAT1"
"5288","LRRTM4"
"5289","HPS5"
"5290","ZNF184"
"5291","PPIAP2"
"5292","JAG2"
"5293","TMEM237"
"5294","PGPEP1"
"5295","R3HDM2P2"
"5296","DMXL2"
"5297","ADRB3"
"5298","EID1"
"5299","PYROXD2"
"5300","PRPF4"
"5301","WBP1L"
"5302","LRRC73"
"5303","LINC02086"
"5304","CBX2"
"5305","MAPK4"
"5306","CCL8"
"5307","RBBP7"
"5308","NPAP1"
"5309","GPSM2"
"5310","NR1H2"
"5311","NDUFAF4"
"5312","RPL13AP5"
"5313","SLC25A3"
"5314","YEATS2"
"5315","CCDC30"
"5316","STAP2"
"5317","IQCC"
"5318","PIGT"
"5319","NSMCE1-DT"
"5320","PRR15"
"5321","LINC01118"
"5322","TCTEX1D1"
"5323","RPL7P24"
"5324","FBXO16"
"5325","AC018362.1"
"5326","SLC41A1"
"5327","HOXD8"
"5328","C4orf19"
"5329","DCAF4"
"5330","WDR55"
"5331","ZNF28"
"5332","TCTE3"
"5333","TTC26"
"5334","ZNF714"
"5335","AL365436.2"
"5336","FOXA1"
"5337","LINC01144"
"5338","LINC00940"
"5339","RASSF8-AS1"
"5340","SNAPC4"
"5341","AC016251.1"
"5342","AC091181.1"
"5343","IFI6"
"5344","ADRA2C"
"5345","TRMT12"
"5346","AC090517.5"
"5347","AC004466.2"
"5348","FAT1"
"5349","BBIP1"
"5350","CORIN"
"5351","HIBCH"
"5352","HRH1"
"5353","SNORA63"
"5354","GLB1"
"5355","AC092375.2"
"5356","PIDD1"
"5357","NCOA6"
"5358","ETNK2"
"5359","PRKCH"
"5360","AL590327.1"
"5361","SLC35B1"
"5362","AP003035.1"
"5363","SYDE2"
"5364","RPL11P3"
"5365","TPM2"
"5366","HNRNPAB"
"5367","SNORA67"
"5368","ZBTB34"
"5369","RPS9"
"5370","ECE1"
"5371","TIMM17A"
"5372","AP001527.2"
"5373","TMEM102"
"5374","CDK6"
"5375","SLC10A5"
"5376","FXYD3"
"5377","MISP3"
"5378","TBC1D2B"
"5379","NTF4"
"5380","SPATA9"
"5381","AC106886.2"
"5382","PLIN5"
"5383","NSUN5"
"5384","KCTD14"
"5385","PKD1L1"
"5386","CEP295"
"5387","DTX3L"
"5388","SLAMF8"
"5389","SYNDIG1"
"5390","SCP2"
"5391","AGPAT4"
"5392","LINC00641"
"5393","NORAD"
"5394","PLAUR"
"5395","CD276"
"5396","PPP4R1L"
"5397","TOX3"
"5398","NHEJ1"
"5399","DZIP1"
"5400","ARSG"
"5401","ATP6V0C"
"5402","RECQL5"
"5403","LRRC7"
"5404","AL445437.1"
"5405","DLX3"
"5406","PLSCR3"
"5407","AC007431.3"
"5408","AL021392.1"
"5409","AC142472.1"
"5410","ITGB3BP"
"5411","ARHGAP33"
"5412","DPP9"
"5413","AL590666.4"
"5414","DNM2"
"5415","DLK2"
"5416","AC112484.1"
"5417","HOXA10-AS"
"5418","GVQW3"
"5419","PTPRJ"
"5420","UBXN4"
"5421","C1S"
"5422","AC068647.1"
"5423","CHADL"
"5424","KRT8P3"
"5425","GNA11"
"5426","MLLT11"
"5427","RAP1B"
"5428","AC243772.3"
"5429","FBXO5"
"5430","TOM1L2"
"5431","C11orf74"
"5432","ZNF497"
"5433","SEC14L5"
"5434","FARP1"
"5435","ITPR3"
"5436","AC141930.1"
"5437","JPH1"
"5438","ACADM"
"5439","ENO3"
"5440","CCDC8"
"5441","MCCC2"
"5442","SYCE1L"
"5443","PGK1"
"5444","AFTPH"
"5445","GIMAP4"
"5446","ALKBH6"
"5447","RASA4"
"5448","BNC1"
"5449","AC007938.1"
"5450","AC107223.1"
"5451","AC107909.1"
"5452","ZYX"
"5453","CLN8"
"5454","LOXHD1"
"5455","EHMT2-AS1"
"5456","AC092135.3"
"5457","HPSE"
"5458","KLK5"
"5459","KHDRBS1"
"5460","BRMS1"
"5461","SNRPE"
"5462","SDC2"
"5463","RSBN1L"
"5464","AL021068.1"
"5465","CLEC2D"
"5466","TLR3"
"5467","TMEM255A"
"5468","NANS"
"5469","TRIM52-AS1"
"5470","SARS2"
"5471","HIST2H2AC"
"5472","FTSJ1"
"5473","CASKIN1"
"5474","ZNF667-AS1"
"5475","SLC9A4"
"5476","RAB15"
"5477","MTF1"
"5478","PPP1R3D"
"5479","UBE2O"
"5480","PYGO1"
"5481","MIR3150BHG"
"5482","RNF138P1"
"5483","CCDC114"
"5484","SLC26A10"
"5485","IGFN1"
"5486","CSMD1"
"5487","TOP3B"
"5488","CASK"
"5489","SLC7A4"
"5490","AL133517.1"
"5491","RPS10-NUDT3"
"5492","AC009403.1"
"5493","INAFM2"
"5494","HPRT1"
"5495","AC015982.1"
"5496","AC016831.6"
"5497","MTUS1"
"5498","ASB4"
"5499","UBQLN2"
"5500","LIMD2"
"5501","RASEF"
"5502","LDB1"
"5503","MTMR8"
"5504","C4BPB"
"5505","RPS25"
"5506","HFE"
"5507","ADIPOR1"
"5508","MTDHP1"
"5509","DEPDC7"
"5510","AC004816.1"
"5511","TRUB2"
"5512","LINC00923"
"5513","PPP2R5B"
"5514","SLC13A2"
"5515","BEGAIN"
"5516","A1BG-AS1"
"5517","USF1"
"5518","UBA1"
"5519","AC005041.3"
"5520","PAGR1"
"5521","TP53RK"
"5522","KLK7"
"5523","YY2"
"5524","PBXIP1"
"5525","LINC01146"
"5526","MKS1"
"5527","NRSN2"
"5528","CCDC157"
"5529","SLC39A6"
"5530","ITGA5"
"5531","AC104109.2"
"5532","APEH"
"5533","BRD3"
"5534","LEO1"
"5535","H3F3AP4"
"5536","AC092164.1"
"5537","ZC3H3"
"5538","CTSF"
