"","247","248","249","250","251","252","253","254","256","259","260","261","262","265","266","268","269","270","271","272","273","274","275","276","277","278","279","280","281","282","284","285","287","290","291","292","293","294","297","298","300","301","302","303","304","305","306","307","308","309","310","311","213","215","217","219","201","221","223","225","227","229","231","233","235","237","239","203","241","243","245","205","207","209","210","214","216","218","220","222","224","226","228","202","230","232","234","236","238","240","242","244","246","204","206","208"
"T cells",2.48384708197557,5.50437423193743,2.5108167687336,3.86918675821814,5.31373754079856,5.17818787965484,2.49177158470713,3.50300024767002,3.85425248466253,5.77585793551108,5.5468821097864,2.81225559933732,1.83226480372042,6.26174498703879,2.21878093726522,5.3198260830716,5.93672639776972,6.70703573454954,4.13948297419386,3.34830982786649,7.22196362143823,5.03194256995216,3.82573459153115,4.90528162884319,2.4455073454828,4.82819940490594,4.62409720308461,3.96561131858138,3.32536067417325,2.93901227204583,3.91249916620986,3.93329327153176,4.48089861386649,3.92321943971117,4.0138488058495,2.88879885592098,3.91309766752867,3.27501141889221,4.8808544432035,3.13374998624982,5.19808220130709,5.25472914673541,4.12984157827608,3.88239232060044,4.12831387433047,4.2396707709469,3.97596156686965,3.58254978476751,3.69441177179744,3.57066439300868,3.39278139436855,3.7651727351399,3.57843211252883,2.95907072697863,6.19500487608725,5.18148295401975,5.51256223198116,3.20412804479564,2.1371561159742,3.98643613019339,5.5164944271254,5.37332833038087,2.75114331814639,4.72450289952091,2.94151084864704,3.28765394333782,5.76746890588149,4.35029232416951,4.66664447817344,3.32242545834954,3.32549568531194,4.38074163760104,5.60175269287357,4.57947564757694,4.62780877814867,4.12061588842406,3.68491241108939,4.23533907796648,4.33653633673743,3.74803803026266,3.50145961856983,2.52753351595656,4.3662643765721,3.7838006228363,3.67125095334948,4.02054404883969,4.12863043523176,3.81850948442152,3.03449560224628,4.03597151761346,4.06543532560435,3.44663090805996,3.28896962886113,3.5466113805431,4.2198437399341,3.31895503207169
"CD8 T cells",1.14942893509159,5.34537694017311,2.32995270892048,3.71493360122107,4.60761616345377,4.46198550442856,1.97453221460278,1.83512763948198,3.48572145903064,4.98796316663808,5.48523952476652,2.45116451261508,0,5.6327122589579,1.73903148840884,3.63904186037443,5.51514473248632,5.84941793122773,2.44888239275214,2.906887376311,6.04552313146956,4.91392920532457,3.20101953451004,5.30481628127515,0,4.47865204931331,1.78140199746586,0,2.52618063564168,1.33305030252477,0,4.71705650921383,3.36821025787002,0.919024066845934,2.90239511733766,2.56684640396208,2.51327523910795,0,4.96139475937343,3.61303525073044,3.91728262310057,4.61562449800473,4.04555314702572,3.98112336501145,2.39388795471644,4.68529664568549,3.72580941216915,2.34400086936223,3.84806708215912,2.5651610079981,3.6393404599146,2.16189522653456,2.59803468312533,2.63779177303845,6.12950307255201,3.28880012170684,5.23740406683113,2.51724801596988,1.8983369569865,4.34362988673803,5.22885581099338,5.75142641961687,1.44457145239047,6.18452064666364,2.66408012106217,4.60707286116108,5.88644194802656,3.79536447384114,3.51175080549365,3.40307374425169,3.29305028854389,4.01759389949373,4.59770704536294,4.27918182867891,4.71066225437297,4.2798289539573,4.50667181755328,3.7792419099878,2.5211284556757,3.85819950176875,2.01478444593497,1.19382305187619,3.65719425074511,4.13453532098741,3.10810440575998,3.96877736025046,3.67263025017332,3.01594380312214,2.68429706388383,4.43644444185661,3.10324086985022,4.01604204904257,4.30713438309993,2.85246668526001,4.29666247559266,2.84519956713717
"Cytotoxic lymphocytes",2.66290993064687,4.35219002212804,2.20272307977134,2.59198947402582,4.13616085451958,4.06519436263725,1.42017723204204,3.49147770306476,2.64115258290804,4.56926687181443,4.00772321311634,2.66170747706531,2.11846159387817,6.01904625798062,1.81264711951454,3.95395459341832,4.84484356177275,5.48553749180032,2.90403401174693,2.76630881324176,5.90564283435717,4.36360551022497,3.90552145518706,4.13862552490925,0.714418785132273,4.06736451707931,3.34439966874604,3.34309929624257,3.79166852633394,3.3746926169889,4.30756105196091,4.21531558136693,3.83781402302455,4.12837872645449,4.50608584705952,4.37213449524986,3.65977161365808,3.05448354698165,3.89339229107484,2.71665775859616,3.91000126765253,3.59381312531868,4.26625665246755,3.20492246417206,3.34856946393845,3.86203300099965,3.54372619041995,3.83659529240378,3.74768498476024,3.78060691772186,3.92038993015492,4.1801976583821,2.97191967791874,2.2055719247607,4.88155950285284,3.01474373671626,3.92889099022109,2.44402242443577,2.19362792015121,3.6745392216656,4.37982080078922,4.74679913662463,2.6736733534152,3.49934420481063,1.99771562225519,2.89509730961397,5.30644426147274,3.02658415574673,3.94174911682822,2.01926347238016,2.54392877243132,3.56888612675781,4.58565467257617,3.95460236776251,4.21393978027027,3.83006234395959,4.16513425394251,4.21049449039168,3.14641007831627,4.77296888783354,3.53659670793929,3.84626924644311,3.57839987290942,3.86519726471103,2.93622068951774,4.6833841209207,3.96964518809235,3.1854536691675,3.7922036133929,2.85988492729676,4.78715341631904,4.13769276717462,3.00187077048807,3.68570499571689,3.65105363298285,3.21129054296407
"B lineage",2.43049562938337,8.15843294677032,2.68132423229379,4.92817167380015,5.64430703267191,6.08793475012503,2.55063774106573,3.52922638135199,4.91878662565129,6.02893819749596,7.03762626261646,2.44463305048366,1.50009909379016,7.08338580372736,1.73522593810713,6.19253335945025,7.03122363550766,9.71227604739384,3.67037764486857,3.80117866495076,9.8006738986041,6.97345753614563,4.2107456212801,2.52907773841529,2.146585739313,3.89541883582203,5.06273835725183,4.73097211862053,3.22297896814172,3.21962479619797,3.66584987327217,3.96333084946319,4.60321056298301,3.07906831881229,3.93512582943189,2.86704997179293,3.66805612836013,2.91947047075563,5.13443781759641,3.75267405694526,5.32305386751535,6.3024014862154,6.042632008321,2.92766934001554,5.15340329491239,5.20834996714429,4.49187618800516,3.76596341513271,2.52843010726689,2.79104623376992,3.2459062310424,4.31262862354126,2.68327805236622,2.75672258737234,6.67542393032551,6.13630147751993,7.60036669684716,3.36190392470405,2.49276830933114,4.21819000237241,6.88353909907073,5.35456826602666,4.11533848494649,4.55867209340503,2.79276009673549,3.93935798894295,6.86228828146125,4.97917200457963,5.75048010592889,3.61129849397447,2.70939799461351,5.5147385019167,5.89044573214213,4.36553047784771,5.97837949339911,5.58932536132278,5.03397451175814,4.0849340902415,4.42949550975833,3.91620643910548,3.23194878019502,3.04607499320039,4.1319846715793,5.09877244340885,3.82001143284325,3.98816180155784,4.06912212064292,4.89951300505626,2.70344542625007,5.36989526156758,4.09762532756981,3.01474260491268,4.5062024774383,4.33221993591244,5.66051949293202,3.24212818057079
"NK cells",0,2.20368218582123,0.58248817723012,1.88016969038748,2.87703721824376,2.73815478816428,0.60790653269891,1.3701996142042,2.20856653102235,1.73533919411284,2.66446658091551,1.02864078671036,0.52939536573535,4.10757030801507,2.04018523980098,1.5430195569866,2.05378106633359,3.28828255461018,1.13555907633993,1.17814757304289,3.34949213560104,2.22099231268453,1.76830802846008,2.70089762892482,0.34870356450403,1.93690333077022,1.88216102353362,1.46683255798943,2.59222830381156,3.05523299024705,1.86077629475276,3.12934817633718,2.55284108889348,2.24818527389852,2.83393512902379,2.72622623187917,1.17670793236098,0.588689932872945,1.79819129130611,1.20656939752168,2.22419972584191,1.43428878004559,1.99946797304215,2.03090251011335,1.81952475385967,1.82674390616419,2.29444040892884,2.57472796073433,2.57072517876192,1.09241620696586,1.52528524747162,3.3268044485043,0.392079237803983,1.13910896675439,2.98221758162257,2.26974383666128,2.41738413559423,1.12857187107577,1.02896817047949,1.48036569507825,2.1424173105645,2.67178680749533,1.89156510583238,1.89351921986157,0.949494556117801,1.16978405657955,3.24290320544243,2.62413422124029,2.8179185623192,1.66244750089758,1.53959037157575,2.07575721124901,3.06273129138186,1.79059616685577,2.13796289720519,2.08767420076213,1.99276462181775,2.78274337368812,2.59664541318283,3.05715184913656,1.96918038083882,2.70525721265924,1.98671752974149,1.92264758577457,1.99873490892216,2.56258663111474,2.38798946429041,1.99849776932975,2.56743914903654,1.87557417042798,3.78466341645541,1.28098406079227,1.69038542789522,2.25402607765821,2.38296573608304,1.76707902967826
"Monocytic lineage",5.61419409906153,8.04495816991323,5.9229882314384,7.2146678623153,7.93882119544709,6.56954993477921,4.93163663464003,5.93576379723311,7.45929870639852,7.14765399835785,7.19384352996933,5.85004106431218,5.3557096731203,8.4140969574453,6.67114824737538,7.15696999246198,7.35197810626991,7.94169643111549,7.63272684907465,6.90367723708629,8.51257052186088,7.25110250031735,6.59099774296144,7.3113287687952,2.99880206973938,7.6619530262582,7.32213719363466,6.63024726125515,6.34126663023894,6.34472041140644,7.18113581554638,7.16913126578436,7.45353599443499,8.0905082760322,5.95720623679154,7.27134556476604,5.70766583429779,6.38291739192527,6.80094848441986,5.86447113446138,7.1369047778334,6.43366417037586,6.53894539860265,6.04134375053842,6.24639459253814,6.40637239513571,6.58736607579775,6.31998193409123,6.57976317087023,5.96391138978185,6.58344977370372,7.09524803969872,6.52326574064789,6.37392229191188,7.62405370840579,5.97071175556042,7.95707523461732,6.72563236747017,5.81752266404972,5.66757228877666,6.54848718353517,6.87424626472569,6.92589901120607,7.0595813832687,5.94232351140553,5.88895522052409,7.43287052209566,7.60884526438502,6.43211559348188,5.27603984133628,5.95631013600921,7.78083434429841,6.99376779077764,7.23487722398934,7.65703186852953,6.90069687803349,6.12615894027478,6.67555218637984,5.98694816396034,7.29204099913157,6.11339626667382,5.87325926219415,5.78136143675953,6.35483246038926,6.7139428747023,7.24496690992106,7.48316692313476,6.2855722765309,7.18177368723875,5.87151128001158,7.94623237433128,5.92997099434382,6.12451109213681,7.01653851801302,7.409412455705,5.49900841371697
"Myeloid dendritic cells",1.60537375104738,3.41729824834863,1.36778932224784,1.31473119335015,2.26958109876258,2.59931548148782,1.70116473728104,1.82781813961552,2.22845124936432,3.91584930424246,2.65404250284664,1.59169755419013,0.472249144159,2.63362697293763,1.63635413436875,2.80577577254208,4.19627016874549,3.68532681408631,2.90801282596899,2.57776763171442,5.97439254024331,2.88127723662482,2.34816182032702,2.60340646212078,0.906427725311783,3.47518550316713,2.95462546895633,3.46808325339423,2.26964330522581,2.64916201082076,2.19629442668394,2.6725659046661,2.40947849867557,3.10187821083695,2.02391955366546,2.38467964701533,1.73924061924832,2.47974504109955,2.54195356759215,1.9349713789208,2.75018333026055,3.43816619143282,2.6407359642403,2.51669071969775,3.17299410324354,2.02774913900203,2.75006087530709,2.51583557322867,2.43491527973542,2.29814528970194,2.08030010409167,2.84564372530631,2.3434508676545,0.986570522607728,4.58024917537509,3.53772074966301,3.41070664306521,1.70466978743109,0.587499127602783,2.49000912664425,2.67104482199383,4.27618583470189,1.80465185703379,4.1924342644124,1.95068158587007,1.38360883937517,2.62502136225367,2.03235459606697,3.10377487454503,2.90177730485255,2.21904985966803,3.63001379242748,3.39121164897754,2.06926003214066,3.04211726198366,2.85106566049649,2.19166417398447,3.24951247948079,2.76836449875218,2.80441123086485,2.64855731838128,2.23565229142535,2.74870389410122,2.23052955990197,2.96887322949061,3.25686035240231,3.45729957209973,2.59570925371345,2.81125996354998,2.20861625106051,2.75276639082294,2.38598276530848,2.32611883173581,3.63484879397673,2.94228059027151,2.28407730240336
"Neutrophils",3.18253559937999,3.9066483360937,3.34642226720794,3.7183815371043,4.57573873143278,4.17246906994709,3.63491817409974,4.10001860875881,3.78408825178156,4.05674540423407,3.97647270514893,4.14812765574234,3.96721941441813,3.94770405223346,4.08311225349274,4.26352525435211,4.40696933012631,4.20702568079505,4.07460562302684,4.15756181303377,4.85346821831846,4.19833250109978,3.45876298824707,4.27180622635633,3.22998400168097,4.44393931874427,4.34263125779182,4.29186181592937,4.63497690408752,5.57727152673854,4.72657410791057,7.63303635791358,3.87077325246926,5.87002910757774,4.6590410664929,5.33556311068077,4.5003745464869,4.12892206058538,4.1897200258179,4.4268727533781,4.69987818991759,3.87023715594164,5.09576743303821,4.27262895762097,4.11173884907998,3.97140718933925,4.22958900775109,5.42596236426835,4.93100511949993,4.84950322331913,4.53146051328899,5.01672058276188,3.54797917618467,3.11302234106025,4.30559410220129,5.1086115915537,4.23739104686787,3.71195567786127,3.49784555244208,4.06413499299623,4.16232574404906,4.16143046824201,4.20005976163271,3.75831326053184,4.09683217870223,3.30812763206448,3.6827708350501,3.90525801962037,4.04070560306113,4.00962759036614,3.81601324657965,4.12792002421692,4.4742117002731,3.72751493748187,4.62681074736164,4.37358639312761,5.17670955779853,4.64801447201754,5.50317745350795,5.21581321641743,5.72893175952549,4.37173896749707,4.57267005148123,4.7414770738001,4.35931819674471,4.60938567695212,5.86831132642396,4.42779009358806,5.08824769955572,4.04745368672125,7.02994688433617,4.48700763067568,4.34519618109516,4.87109894252294,4.35750693500281,4.66101205673656
"Endothelial cells",4.78779366491641,6.62561071862087,5.82018237500751,5.52865507604372,5.99685677014029,5.48569389175696,5.2554453855724,5.83671974704231,5.37191797988889,6.78996064391761,5.89537321240098,5.72813614445458,5.04711750761698,5.74115012477538,5.59865521484669,6.23557618322073,5.66145868720806,6.07635886924737,5.68099002171467,6.58455720388835,6.85873865485175,6.65930119636493,5.66674608846522,6.9061666632023,4.98870736711185,7.48204093763716,7.07864763162923,8.68118377328845,8.40696935799596,8.20054355295911,8.39862602560946,8.11375043143231,6.59040294045027,8.33334151156403,7.91233264089816,8.10809456881854,6.99447525356628,6.62122017208347,6.55952239784862,6.54490211745805,7.81936482267704,6.80514411370609,7.64087979149579,7.02055166632815,7.35580245878539,7.08267583834901,7.45708435831859,8.51365928213295,8.52747950566383,8.56989665498993,7.24237341434729,8.51278692803895,6.03218074338064,5.42658894878703,5.76196431936488,6.10534057532907,6.61025512274938,5.66273560561631,5.94964829523755,7.05962246277091,5.68266482869711,5.78624818397606,6.87078482568569,5.66586512777107,6.78093351004053,6.23085083707483,5.7330360720208,6.53364347001261,6.22172079140291,7.14730232662999,5.91332123363166,6.83745095841019,7.49868249800217,5.84758574248099,6.99591840623177,7.29226099969614,8.05058700465637,7.33162354915657,7.8251483967752,8.17028792259333,8.32708483433081,8.1668794918367,7.95104567604282,8.15506509044865,6.29213387437461,7.87101344088866,7.98100108889006,7.58131027742141,8.26117310176428,6.60374724207014,8.13291693175848,7.54143969309641,7.59474396321255,8.69131977192398,7.05358443257825,8.16025688737611
